51,US 59 NB Driving Pavement,T87N,15,R40W,Ida Grove,RIGI4,42.3515,-95.4783,1215,IDA,US 59,,553608,Ida Grove,3,47,1,-06:00,20
51,US 59 SB Driving Deck,T87N,15,R40W,Ida Grove,RIGI4,42.3515,-95.4783,1215,IDA,US 59,,553608,Ida Grove,3,47,2,-06:00,10
52,US 151 WB Driving Lane,T84N,24,R05W,Anamosa,RCRI4,42.071186,-91.335695,939,JONES,US 151,,556810,Anamosa,6,53,0,-06:00,20
52,US 151 WB Driving Deck,T84N,24,R05W,Anamosa,RCRI4,42.071186,-91.335695,939,JONES,US 151,,556810,Anamosa,6,53,1,-06:00,11
52,US 151 EB Driving Deck,T84N,24,R05W,Anamosa,RCRI4,42.071186,-91.335695,939,JONES,US 151,,556810,Anamosa,6,53,2,-06:00,10
53,I-80 EB Driving Deck,T80N,35,R21W,Colfax,RCFI4,41.689,-93.2597,806,JASPER,I-80,154.5,551804,Newton,1,50,0,-06:00,11
53,I-80 EB Driving Pavement,T80N,35,R21W,Colfax,RCFI4,41.689,-93.2597,806,JASPER,I-80,154.5,551804,Newton,1,50,1,-06:00,20
53,I-80 WB Driving Deck,T80N,35,R21W,Colfax,RCFI4,41.689,-93.2597,806,JASPER,I-80,154.5,551804,Newton,1,50,2,-06:00,10
54,IA 60 NB Driving Deck,T100,32,R41W,Sibley,RSYI4,43.4335,-95.7149,1574,OSCEOLA,IA 60,,553810,Ashton,3,72,0,-06:00,11
54,IA 60 SB Driving Deck,T100,32,R41W,Sibley,RSYI4,43.4335,-95.7149,1574,OSCEOLA,IA 60,,553810,Ashton,3,72,1,-06:00,10
